NETWORK,station,LOC_NAME,CHANNEL,DATE,FILENAME
SI,MOSI,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.MOSI..HHE__20240320T102350Z__20240320T102550Z.mseed
SL,CRNS,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.CRNS..HHN__20240320T000000Z__20240321T000000Z.mseed
CH,FUORN,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.FUORN..HHN__20240320T000000Z__20240321T000000Z.mseed
CH,SBGN,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SBGN..HGZ__20240320T000000Z__20240321T000000Z.mseed
IV,NDIM,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.NDIM..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,STAL,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.STAL..HHN__20240320T021652Z__20240320T021852Z.mseed
OX,MARN,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MARN..HHZ__20240320T000000Z__20240321T000000Z.mseed
S,KSCHR,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/S.KSCHR..EHE__20240320T000000Z__20240321T000000Z.mseed
HA,TARV,,HNE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/HA.TARV..HNE__20240320T000000Z__20240321T000000Z.mseed
OX,STIN,,HNZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.STIN..HNZ__20240320T000000Z__20240321T000000Z.mseed
IV,ZCCA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.ZCCA..HHZ__20240320T000000Z__20240321T000000Z.mseed
NI,DST2,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.DST2..HHZ__20240320T000000Z__20240321T000000Z.mseed
IV,STAL,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.STAL..HHE__20240320T000000Z__20240321T000000Z.mseed
OX,VARN,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.VARN..HHN__20240320T000000Z__20240321T000000Z.mseed
4P,IT07A,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/4P.IT07A..HHZ__20240320T000000Z__20240321T000000Z.mseed
SL,JAVS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.JAVS..HHE__20240320T224720Z__20240320T224920Z.mseed
SL,VOJS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.VOJS..HHE__20240320T224720Z__20240320T224920Z.mseed
CH,SHEK,,HGE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SHEK..HGE__20240320T000000Z__20240321T000000Z.mseed
CH,SARD,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SARD..HGZ__20240320T000000Z__20240321T000000Z.mseed
OX,CSM,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CSM..HHN__20240320T021649Z__20240320T021849Z.mseed
RF,GEPF,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.GEPF..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,CIMO,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CIMO..HHE__20240320T021651Z__20240320T021851Z.mseed
NI,PALA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.PALA..HHZ__20240320T000000Z__20240321T000000Z.mseed
RF,MONF,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.MONF..HHZ__20240320T000000Z__20240321T000000Z.mseed
OE,KBA,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.KBA..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,FVI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.FVI..HHN__20240320T021654Z__20240320T021854Z.mseed
IV,RAVA,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.RAVA..EHE__20240320T000000Z__20240321T000000Z.mseed
OE,WTTA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.WTTA..HHZ__20240320T000000Z__20240321T000000Z.mseed
SI,LUSI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.LUSI..HHN__20240320T000000Z__20240321T000000Z.mseed
GU,GRAM,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/GU.GRAM..HHE__20240320T000000Z__20240321T000000Z.mseed
ZO,PDN4,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ZO.PDN4..EHE__20240320T000000Z__20240321T000000Z.mseed
OX,MPRI,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MPRI..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,CIMO,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CIMO..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,ADRI,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.ADRI..EHN__20240320T000000Z__20240321T000000Z.mseed
OX,AGOR,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.AGOR..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,VMAN,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.VMAN..HHE__20240320T000000Z__20240321T000000Z.mseed
RF,MASA,,HNZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.MASA..HNZ__20240320T000000Z__20240321T000000Z.mseed
IV,MAGA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MAGA..HHZ__20240320T101734Z__20240320T101934Z.mseed
IV,BRMO,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.BRMO..HHZ__20240320T102348Z__20240320T102548Z.mseed
IV,TREG,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.TREG..EHZ__20240320T000000Z__20240321T000000Z.mseed
IV,PCN,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.PCN..EHE__20240320T000000Z__20240321T000000Z.mseed
IV,MAGA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MAGA..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,DRE,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.DRE..HHE__20240320T000000Z__20240321T000000Z.mseed
ZO,PDN7,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ZO.PDN7..EHZ__20240320T000000Z__20240321T000000Z.mseed
OX,PRED,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.PRED..HHZ__20240320T000000Z__20240321T000000Z.mseed
SL,GORS,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.GORS..HHN__20240320T000000Z__20240321T000000Z.mseed
CH,SMFL,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SMFL..HGZ__20240320T000000Z__20240321T000000Z.mseed
SL,VOJS,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.VOJS..HHZ__20240320T224725Z__20240320T224925Z.mseed
IV,APPI,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.APPI..EHN__20240320T000000Z__20240321T000000Z.mseed
SL,GBAS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.GBAS..HHE__20240320T224719Z__20240320T224919Z.mseed
OX,GAVI,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GAVI..EHE__20240320T101723Z__20240320T101923Z.mseed
OE,WATA,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.WATA..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,CIMO,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CIMO..HHZ__20240320T021654Z__20240320T021854Z.mseed
OX,BALD,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.BALD..HHE__20240320T101732Z__20240320T101932Z.mseed
IV,CTL8,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CTL8..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,ACOM,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.ACOM..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,FIU,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.FIU..EHN__20240320T000000Z__20240321T000000Z.mseed
OX,BOO,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.BOO..HHE__20240320T000000Z__20240321T000000Z.mseed
HA,INVI,,HNN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/HA.INVI..HNN__20240320T000000Z__20240321T000000Z.mseed
OE,SQTA,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.SQTA..HHN__20240320T000000Z__20240321T000000Z.mseed
SL,JAVS,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.JAVS..HHZ__20240320T224717Z__20240320T224917Z.mseed
IV,SANR,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.SANR..EHZ__20240320T000000Z__20240321T000000Z.mseed
IV,MABI,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MABI..HHZ__20240320T000000Z__20240321T000000Z.mseed
IV,MODE,,HNE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MODE..HNE__20240320T000000Z__20240321T000000Z.mseed
OE,MYKA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.MYKA..HHZ__20240320T000000Z__20240321T000000Z.mseed
RF,CESC,,HNZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.CESC..HNZ__20240320T000000Z__20240321T000000Z.mseed
RF,MOGG,,HNE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.MOGG..HNE__20240320T000000Z__20240321T000000Z.mseed
IV,STAL,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.STAL..HHE__20240320T021650Z__20240320T021850Z.mseed
2Y,A300A,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/2Y.A300A..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,FVI,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.FVI..HHZ__20240320T000000Z__20240321T000000Z.mseed
SL,VISS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.VISS..HHE__20240320T000000Z__20240321T000000Z.mseed
RF,CARC,,HNZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.CARC..HNZ__20240320T000000Z__20240321T000000Z.mseed
SL,KNDS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.KNDS..HHE__20240320T224721Z__20240320T224921Z.mseed
IV,VOBA,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.VOBA..EHN__20240320T000000Z__20240321T000000Z.mseed
OX,MTLO,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MTLO..HHE__20240320T000000Z__20240321T000000Z.mseed
IV,PTCC,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.PTCC..HHE__20240320T000000Z__20240321T000000Z.mseed
SI,ABSI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.ABSI..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,BALD,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.BALD..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,GARG,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GARG..EHN__20240320T101719Z__20240320T101919Z.mseed
OX,CAE,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CAE..HHE__20240320T000000Z__20240321T000000Z.mseed
ST,GAGG,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.GAGG..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,GAVI,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GAVI..EHZ__20240320T000000Z__20240321T000000Z.mseed
SI,MOSI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.MOSI..HHN__20240320T000000Z__20240321T000000Z.mseed
SL,GBAS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.GBAS..HHE__20240320T000000Z__20240321T000000Z.mseed
SL,ROBS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.ROBS..HHE__20240320T000000Z__20240321T000000Z.mseed
NI,POLC,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.POLC..HHE__20240320T000000Z__20240321T000000Z.mseed
OX,GARG,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GARG..EHE__20240320T000000Z__20240321T000000Z.mseed
OX,CSM,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CSM..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,COLI,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.COLI..EHZ__20240320T000000Z__20240321T000000Z.mseed
ST,OZOL,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.OZOL..EHE__20240320T000000Z__20240321T000000Z.mseed
OX,MLN,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MLN..HHN__20240320T000000Z__20240321T000000Z.mseed
IV,MTRZ,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MTRZ..HHN__20240320T000000Z__20240321T000000Z.mseed
RF,GORI,,HNN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.GORI..HNN__20240320T000000Z__20240321T000000Z.mseed
ST,PANI,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.PANI..EHE__20240320T000000Z__20240321T000000Z.mseed
IV,ZEN8,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.ZEN8..EHE__20240320T000000Z__20240321T000000Z.mseed
OE,FETA,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.FETA..HHE__20240320T000000Z__20240321T000000Z.mseed
SL,CEY,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.CEY..HHN__20240320T000000Z__20240321T000000Z.mseed
OX,MGBU,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MGBU..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,TLI,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.TLI..EHN__20240320T000000Z__20240321T000000Z.mseed
IV,IMOL,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.IMOL..EHN__20240320T000000Z__20240321T000000Z.mseed
CH,SCUC,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SCUC..HGZ__20240320T000000Z__20240321T000000Z.mseed
SI,LUSI,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.LUSI..HHE__20240320T101740Z__20240320T101940Z.mseed
OX,CLUD,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CLUD..HHZ__20240320T021650Z__20240320T021850Z.mseed
IV,MSSA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MSSA..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,SABO,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.SABO..HHE__20240320T000000Z__20240321T000000Z.mseed
ST,CARE,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.CARE..EHE__20240320T102348Z__20240320T102548Z.mseed
CH,SVAM,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SVAM..HGZ__20240320T000000Z__20240321T000000Z.mseed
IV,BAG8,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.BAG8..EHN__20240320T000000Z__20240321T000000Z.mseed
IV,CRND,,HNN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CRND..HNN__20240320T000000Z__20240321T000000Z.mseed
IV,ZOVE,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.ZOVE..EHZ__20240320T000000Z__20240321T000000Z.mseed
SL,VNDS,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.VNDS..HHE__20240320T000000Z__20240321T000000Z.mseed
OX,ZOU,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.ZOU..EHN__20240320T000000Z__20240321T000000Z.mseed
SL,GBRS,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.GBRS..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,LSR,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.LSR..EHE__20240320T000000Z__20240321T000000Z.mseed
SL,MOZS,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.MOZS..HHN__20240320T000000Z__20240321T000000Z.mseed
GU,GSCL,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/GU.GSCL..HHE__20240320T000000Z__20240321T000000Z.mseed
EV,ED06,01,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/EV.ED06.01.HHN__20240320T000000Z__20240321T000000Z.mseed
2Y,A301A,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/2Y.A301A..HHE__20240320T000000Z__20240321T000000Z.mseed
NI,PURA,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.PURA..HHE__20240320T021649Z__20240320T021849Z.mseed
SL,LJU,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.LJU..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,PLRO,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.PLRO..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,CEKR,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CEKR..EHN__20240320T000000Z__20240321T000000Z.mseed
OE,LESA,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OE.LESA..HHN__20240320T000000Z__20240321T000000Z.mseed
IV,MAGA,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MAGA..HHN__20240320T101721Z__20240320T101921Z.mseed
ZO,PDN10,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ZO.PDN10..EHE__20240320T000000Z__20240321T000000Z.mseed
SL,KNDS,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.KNDS..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,CSO,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CSO..EHE__20240320T000000Z__20240321T000000Z.mseed
IV,SGAL,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.SGAL..EHZ__20240320T000000Z__20240321T000000Z.mseed
IV,FERS,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.FERS..EHE__20240320T000000Z__20240321T000000Z.mseed
IV,PRMA,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.PRMA..HHZ__20240320T000000Z__20240321T000000Z.mseed
IV,VENL,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.VENL..EHZ__20240320T000000Z__20240321T000000Z.mseed
CH,STRW,,HGE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.STRW..HGE__20240320T000000Z__20240321T000000Z.mseed
CH,BERNI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.BERNI..HHN__20240320T000000Z__20240321T000000Z.mseed
IV,SERM,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.SERM..EHN__20240320T000000Z__20240321T000000Z.mseed
IV,MNTV,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.MNTV..EHZ__20240320T000000Z__20240321T000000Z.mseed
IV,SAL,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.SAL..EHZ__20240320T000000Z__20240321T000000Z.mseed
OX,CLUD,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CLUD..HHZ__20240320T000000Z__20240321T000000Z.mseed
OX,TRES,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.TRES..EHZ__20240320T000000Z__20240321T000000Z.mseed
ZO,PDN2,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ZO.PDN2..EHZ__20240320T000000Z__20240321T000000Z.mseed
NI,PURA,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.PURA..HHN__20240320T021648Z__20240320T021848Z.mseed
OX,GAZZ,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GAZZ..EHN__20240320T000000Z__20240321T000000Z.mseed
RF,PALM,,HNN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.PALM..HNN__20240320T000000Z__20240321T000000Z.mseed
SI,KOSI,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.KOSI..HHE__20240320T000000Z__20240321T000000Z.mseed
RF,PRAD,,HNN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.PRAD..HNN__20240320T000000Z__20240321T000000Z.mseed
ST,ZIAN,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.ZIAN..EHN__20240320T000000Z__20240321T000000Z.mseed
IV,CAVE,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CAVE..HHN__20240320T000000Z__20240321T000000Z.mseed
IV,CADC,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CADC..EHE__20240320T000000Z__20240321T000000Z.mseed
ST,RONC,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.RONC..EHZ__20240320T101741Z__20240320T101941Z.mseed
CH,SDAK,,HGN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SDAK..HGN__20240320T000000Z__20240321T000000Z.mseed
CH,SCEL,,HGE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SCEL..HGE__20240320T000000Z__20240321T000000Z.mseed
RF,PRAD,,HNE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.PRAD..HNE__20240320T000000Z__20240321T000000Z.mseed
SI,KOSI,,HHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SI.KOSI..HHN__20240320T000000Z__20240321T000000Z.mseed
RF,PALM,,HNE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/RF.PALM..HNE__20240320T000000Z__20240321T000000Z.mseed
ST,ZIAN,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.ZIAN..EHE__20240320T000000Z__20240321T000000Z.mseed
IV,CADC,,EHN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CADC..EHN__20240320T000000Z__20240321T000000Z.mseed
IV,CAVE,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.CAVE..HHE__20240320T000000Z__20240321T000000Z.mseed
OX,CLUD,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CLUD..HHZ__20240320T021652Z__20240320T021852Z.mseed
CH,SZER,,HGZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SZER..HGZ__20240320T000000Z__20240321T000000Z.mseed
CH,SCEL,,HGN,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SCEL..HGN__20240320T000000Z__20240321T000000Z.mseed
CH,SDAK,,HGE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.SDAK..HGE__20240320T000000Z__20240321T000000Z.mseed
IV,SERM,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/IV.SERM..EHE__20240320T000000Z__20240321T000000Z.mseed
CH,BERNI,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/CH.BERNI..HHE__20240320T000000Z__20240321T000000Z.mseed
OX,BAD,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.BAD..HHZ__20240320T000000Z__20240321T000000Z.mseed
ST,CARE,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.CARE..EHZ__20240320T000000Z__20240321T000000Z.mseed
OX,CSM,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.CSM..HHZ__20240320T021651Z__20240320T021851Z.mseed
SL,SKDS,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/SL.SKDS..HHZ__20240320T000000Z__20240321T000000Z.mseed
2Y,A302A,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/2Y.A302A..HHZ__20240320T000000Z__20240321T000000Z.mseed
ST,RONC,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/ST.RONC..EHZ__20240320T101724Z__20240320T101924Z.mseed
OX,IESO,,EHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.IESO..EHZ__20240320T000000Z__20240321T000000Z.mseed
OX,GAZZ,,EHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.GAZZ..EHE__20240320T000000Z__20240321T000000Z.mseed
NI,PURA,,HHE,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/NI.PURA..HHE__20240320T021648Z__20240320T021848Z.mseed
OX,MARN,,HHZ,2024-03-20,/Volumes/Expansion/KEN/waveforms/2024/03/20/OX.MARN..HHZ__20240320T101719Z__20240320T101919Z.mseed
